# BUSCO version is: 5.5.0 
# The lineage dataset is: ascomycota_odb10 (Creation date: 2020-09-10, number of genomes: 365, number of BUSCOs: 1706)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
377at4890	Complete	scaffold_9:662252-675414	662252	675414	-	4774.5	3415	https://www.orthodb.org/v10?query=377at4890	Dynein heavy chain
504at4890	Complete	scaffold_10:139808-149472	139808	149472	-	3693.8	2579	https://www.orthodb.org/v10?query=504at4890	Vacuolar protein sorting-associated protein
1372at4890	Complete	scaffold_14:915019-927486	915019	927486	+	2471.7	2274	https://www.orthodb.org/v10?query=1372at4890	E3 ubiquitin ligase, domain of unknown function DUF908
1627at4890	Complete	scaffold_7:1589024-1596553	1589024	1596553	-	3813.4	1973	https://www.orthodb.org/v10?query=1627at4890	Pre-mRNA-processing-splicing factor 8
1691at4890	Complete	scaffold_23:512191-518788	512191	518788	-	3210.2	1715	https://www.orthodb.org/v10?query=1691at4890	Glutamate synthase
1872at4890	Complete	scaffold_22:265433-272429	265433	272429	-	3221.5	1770	https://www.orthodb.org/v10?query=1872at4890	Acetyl-CoA carboxylase
1902at4890	Complete	scaffold_10:50195-56211	50195	56211	+	1569.7	1421	https://www.orthodb.org/v10?query=1902at4890	Proteasome activator subunit 4
2239at4890	Complete	scaffold_5:1109732-1117069	1109732	1117069	+	2744.0	1775	https://www.orthodb.org/v10?query=2239at4890	FKBP12-rapamycin binding domain
2241at4890	Complete	scaffold_3:264081-278889	264081	278889	+	4660.2	3676	https://www.orthodb.org/v10?query=2241at4890	Midasin
2629at4890	Complete	scaffold_2:1643253-1655229	1643253	1655229	-	4195.2	2940	https://www.orthodb.org/v10?query=2629at4890	PIK-related kinase
2653at4890	Complete	scaffold_5:963936-971165	963936	971165	-	1038.4	911	https://www.orthodb.org/v10?query=2653at4890	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
3339at4890	Complete	scaffold_13:589866-597181	589866	597181	+	654.4	642	https://www.orthodb.org/v10?query=3339at4890	THO complex subunit 2
3444at4890	Complete	scaffold_1:484114-491946	484114	491946	+	1848.2	1751	https://www.orthodb.org/v10?query=3444at4890	Armadillo-type fold
3488at4890	Complete	scaffold_22:35189-45291	35189	45291	+	2854.6	2048	https://www.orthodb.org/v10?query=3488at4890	Ribosomal protein L19
3557at4890	Complete	scaffold_24:75630-82093	75630	82093	+	1706.4	1487	https://www.orthodb.org/v10?query=3557at4890	Phosphatidylinositol 3-/4-kinase, catalytic domain
3995at4890	Complete	scaffold_4:1679832-1685427	1679832	1685427	+	2077.7	1409	https://www.orthodb.org/v10?query=3995at4890	DNA-directed RNA polymerase subunit
4161at4890	Duplicated	scaffold_6:797325-802952	797325	802952	-	381.2	549	https://www.orthodb.org/v10?query=4161at4890	Dbl homology (DH) domain
4161at4890	Duplicated	scaffold_735:3663-9290	3663	9290	+	381.2	549	https://www.orthodb.org/v10?query=4161at4890	Dbl homology (DH) domain
4161at4890	Duplicated	scaffold_903:2064-7691	2064	7691	-	381.2	549	https://www.orthodb.org/v10?query=4161at4890	Dbl homology (DH) domain
4344at4890	Complete	scaffold_20:770034-776557	770034	776557	+	789.1	604	https://www.orthodb.org/v10?query=4344at4890	Zinc finger, CCHC-type
4479at4890	Complete	scaffold_6:1364749-1369550	1364749	1369550	+	1878.4	1155	https://www.orthodb.org/v10?query=4479at4890	Nitrite/Sulfite reductase ferredoxin-like domain
4961at4890	Complete	scaffold_23:233112-240603	233112	240603	+	1142.1	885	https://www.orthodb.org/v10?query=4961at4890	Phosphatidylinositol-4-phosphate 5-kinase, core
5198at4890	Complete	scaffold_9:575457-580478	575457	580478	-	1291.2	1028	https://www.orthodb.org/v10?query=5198at4890	Sec7 domain
5330at4890	Complete	scaffold_5:1636193-1641476	1636193	1641476	-	1332.1	1036	https://www.orthodb.org/v10?query=5330at4890	Paired amphipathic helix
5596at4890	Complete	scaffold_4:500367-509932	500367	509932	-	1020.5	792	https://www.orthodb.org/v10?query=5596at4890	Chromo domain
6019at4890	Complete	scaffold_3:1876912-1881670	1876912	1881670	-	1679.3	1045	https://www.orthodb.org/v10?query=6019at4890	Glycogen debranching enzyme
6263at4890	Complete	scaffold_5:708388-715197	708388	715197	-	2905.1	1809	https://www.orthodb.org/v10?query=6263at4890	DNA polymerase epsilon catalytic subunit
6355at4890	Duplicated	scaffold_324:8035-11867	8035	11867	-	1699.6	929	https://www.orthodb.org/v10?query=6355at4890	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
6355at4890	Duplicated	scaffold_11:1008771-1012603	1008771	1012603	+	1699.6	929	https://www.orthodb.org/v10?query=6355at4890	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
6355at4890	Duplicated	scaffold_986:3750-7582	3750	7582	-	1699.6	929	https://www.orthodb.org/v10?query=6355at4890	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
6990at4890	Duplicated	scaffold_10:800710-806142	800710	806142	-	2251.5	1296	https://www.orthodb.org/v10?query=6990at4890	Clathrin heavy chain
6990at4890	Duplicated	scaffold_237:2-4095	2	4095	+	2055.2	1143	https://www.orthodb.org/v10?query=6990at4890	Clathrin heavy chain
7497at4890	Complete	scaffold_1:2704666-2709138	2704666	2709138	+	911.2	825	https://www.orthodb.org/v10?query=7497at4890	Transcription elongation factor Spt6
7647at4890	Complete	scaffold_23:17000-22515	17000	22515	+	877.9	1181	https://www.orthodb.org/v10?query=7647at4890	Ras GTPase activating protein
8339at4890	Complete	scaffold_3:707123-711235	707123	711235	-	1086.4	916	https://www.orthodb.org/v10?query=8339at4890	Rapamycin-insensitive companion of mTOR, domain 4
8345at4890	Complete	scaffold_7:1400468-1404669	1400468	1404669	-	1497.9	1035	https://www.orthodb.org/v10?query=8345at4890	Sterol 3-beta-glucosyltransferase
8502at4890	Complete	scaffold_10:31199-35664	31199	35664	+	1256.5	860	https://www.orthodb.org/v10?query=8502at4890	L-aminoadipate-semialdehyde dehydrogenase
8809at4890	Complete	scaffold_9:880715-886591	880715	886591	+	2201.7	1417	https://www.orthodb.org/v10?query=8809at4890	SNF2-related, N-terminal domain
8846at4890	Complete	scaffold_7:254263-258975	254263	258975	-	1150.0	977	https://www.orthodb.org/v10?query=8846at4890	Nucleoporin, Nup133/Nup155-like, C-terminal
9309at4890	Complete	scaffold_1:2402938-2408008	2402938	2408008	-	1726.1	1317	https://www.orthodb.org/v10?query=9309at4890	DNA polymerase
9453at4890	Complete	scaffold_8:985270-989488	985270	989488	-	346.4	278	https://www.orthodb.org/v10?query=9453at4890	Kinase
